ticker,sig,n_ins,ceo_cfo,value,adv,ex_spy,ex_iwm
VST,2023-03-13,2,True,709700.0,117331226.88853264,-938.2526829140388,-551.1540562234003
BY,2023-03-14,4,False,2133120.6,2614252.4945926666,-1720.3569468107626,-1334.6883128845411
CCB,2023-03-14,4,False,1426978.9,2479128.106098175,-62.177502092923135,323.4911318332985
CUBI,2023-03-14,3,True,660150.0,21632751.15076065,4730.014426163395,5115.683060089616
ENVX,2023-03-14,2,True,678781.04,37770045.34758806,1559.118588600189,1944.7872225264107
FFIN,2023-03-14,4,True,578237.67,19407301.742773056,-1712.6741649914798,-1327.005531065258
RILY,2023-03-14,2,True,936275.0,24233272.01376915,1365.039888338734,1750.7085222649557
RRGB,2023-03-14,3,True,432043.57,5321919.891490936,81.48478271979079,467.15341664601243
SCHW,2023-03-14,5,True,4498682.56,1189494947.5304413,-1441.6784800139842,-1056.0098460877625
VLY,2023-03-14,5,False,750724.0,42833476.47570133,-2067.2431084217415,-1681.5744744955196
AXTA,2023-03-15,2,True,1079523.0,69413884.28990364,329.0164966986414,722.5015774667293
BXMT,2023-03-15,2,False,1121100.0,52588117.01020241,-140.26069890071074,253.2243818673771
CRK,2023-03-15,2,False,251400.0,68370091.95371628,-1121.2844935246883,-727.7994127566004
DVN,2023-03-15,2,True,1376850.0,757762739.4573402,128.57696336163195,522.0620441297198
NMFC,2023-03-15,5,True,2779443.0,4549766.116695404,-85.88822107801514,307.59685969007273
OEC,2023-03-15,2,True,329324.0,19442045.38137436,-856.455136600031,-462.97005583194317
RYAN,2023-03-15,2,True,7929459.0,36119141.35637283,379.6924901051066,773.1775708731944
SMBC,2023-03-15,2,True,345046.1,2567893.2793045044,-587.3786185501018,-193.89353778201396
WMB,2023-03-15,3,False,359869.0,230665258.44124794,-214.315553037146,179.16952773094187
GEF,2023-03-16,2,True,442971.87,15138880.328140259,875.2950189510508,1096.6965133522408
GH,2023-03-16,2,True,4949798.66,68006065.49186707,1854.1995943281563,2075.6010887293464
HASI,2023-03-16,5,True,484181.04,24000401.010398865,-322.64689967901757,-101.24540527782763
MTDR,2023-03-16,5,True,253987.5,87076181.13893509,52.98316370012518,274.38465810131515
PNC,2023-03-16,2,True,255150.0,549777202.0237732,-1153.5906703477274,-932.1891759465374
SFBS,2023-03-16,2,True,289449.96,18755140.791397095,-3394.0183865798067,-3172.616892178617
BOKF,2023-03-17,2,False,381328.2,24867665.006599426,-1182.1320261058927,-797.2288622895003
CPRI,2023-03-17,2,True,10177479.09,140053288.2314682,-2529.7585843339234,-2144.855420517531
PINE,2023-03-17,2,False,1158377.25,2043310.4382419586,-1213.9052431618095,-829.002079345417
RWAY,2023-03-17,2,True,308837.28,2584584.6512413025,-618.3284415331256,-233.4252777167331
BNL,2023-03-20,4,True,273599.54,16515633.244285583,-1680.7272004584636,-1196.305480872116
SPOK,2023-03-20,2,True,278385.54,3268325.717115402,1647.6428915902918,2132.0646111766396
VTS,2023-03-20,2,False,795394.28,8556126.595315933,3229.651596100134,3714.0733156864817
CBU,2023-03-21,3,False,268740.0,20270731.125011444,-1990.0945912779216,-1615.6643951462806
PDM,2023-03-21,7,True,675788.2,12352982.730059624,-1737.9860909240463,-1363.5558947924053
APEI,2023-03-22,7,True,296787.5,3122563.814700842,-2521.6359282008225,-2276.2824662506123
ONEW,2023-03-22,2,True,730900.0,3259984.828891754,1903.3772070870791,2148.7306690372898
TRN,2023-03-22,2,True,295042.65,17636479.55780983,-1236.818515176585,-991.4650532263743
NEWT,2023-03-23,10,True,759030.82,8220774.880332947,3259.7499074526877,3498.522439629875
UHAL,2023-03-27,3,False,4213827.0,15397872.686920166,-1465.186543709675,-924.9726858994139
SLG,2023-03-28,2,True,326800.0,124203407.30057716,2415.2542131400755,2861.1314916931774
CQP,2023-03-29,2,False,6980433.34,14830016.461200714,-1381.2339631475922,-1043.8725801731773
PGC,2023-03-29,3,True,275417.4,2997123.0562877655,-2116.4598297509638,-1779.0984467765488
SPG,2023-04-03,11,False,398726.51,221748754.80007172,-632.2739293965762,-465.16389652362386
CWEN,2023-04-04,2,False,4484354.0,30273790.50130844,-1825.7328111117465,-1745.3159821804177
FDX,2023-04-13,2,False,442500.4,672583075.8344513,461.4313480679025,404.88024742322966
WDFC,2023-04-14,4,True,267366.44,22063001.607818604,1254.9476305159073,1296.5751772050567
DOMO,2023-04-17,2,True,754950.0,8702281.336832047,-1719.112049549471,-1631.3430444829019
SFBS,2023-04-25,3,True,300429.4,11280025.58397293,375.13149430857817,233.63789789553113
BANF,2023-04-26,3,False,441755.02,6245997.88105011,1876.5876300751067,1697.02764696307
CLF,2023-04-27,2,True,1604551.0,174894499.49475288,408.27359078658253,146.4055533575287
KREF,2023-05-01,2,True,352300.0,6271175.75902462,704.5625697266256,385.8648826897482
LKFN,2023-05-01,2,False,1025750.0,8257816.744041443,-30.63364140151806,-349.3313284383955
TCBI,2023-05-01,2,False,2619140.0,25469282.540168762,1735.538943566249,1416.8412565293713
USB,2023-05-01,2,False,1341288.3,586929591.8157005,835.977573210884,517.2798861740066
ENPH,2023-05-02,2,True,10608313.5,940011946.3771057,-1362.4457222082697,-1673.4362913666457
FBK,2023-05-02,2,False,1200405.3,4834339.709157944,1547.5965910668353,1236.6060219084595
FFIN,2023-05-02,3,True,266015.0,15459809.12656784,89.67861715448,-221.31195200389587
GBCI,2023-05-02,4,True,314020.11,23270957.482004166,-369.7260376331192,-680.7166067914951
SFNC,2023-05-02,4,True,492850.0,9928168.427371979,1509.0616323011386,1198.0710631427628
BMRC,2023-05-03,4,False,287247.56,2036621.2406635284,3313.618497987372,2973.1312023507408
BOH,2023-05-03,2,False,301585.0,32435094.07251358,1394.228273993271,1053.7409783566397
ZION,2023-05-03,3,True,2046915.0,168243462.4709797,5697.589702736638,5357.102407100007
ADT,2023-05-04,5,True,667440.0,19419294.68540907,550.0170731341806,274.52783587785274
EWBC,2023-05-04,4,True,892701.2,88035258.34777832,2381.1426907148198,2105.653453458492
FHN,2023-05-04,2,False,351274.48,99763638.37434769,1325.5479419032947,1050.058704646967
KEY,2023-05-04,2,False,756952.0,314089264.6297598,945.5275306615368,670.0382934052091
ONB,2023-05-04,3,True,268054.0,28116032.286286354,1972.7972902432623,1697.3080529869344
HTLD,2023-05-05,2,True,1568111.57,2748355.4108047485,-681.3050409906702,-985.0589163353092
KDP,2023-05-05,4,True,1294911.9,305485632.89333344,-689.2663566381724,-993.0202319828113
ALB,2023-05-08,2,True,1243456.8,539042513.7877655,-244.29221434782642,-560.570339092724
LDOS,2023-05-08,3,False,499895.0,85896409.9276352,1066.856442945836,750.5783182009385
WSBC,2023-05-08,2,False,585280.0,7517996.43699646,766.4643718206826,450.18624707578505
HURN,2023-05-09,2,True,257897.24,13227986.476287842,1866.3972721555222,1643.0207893894578
LKFN,2023-05-09,2,False,507995.0,8780461.389923096,1180.9358655849378,957.5593828188734
MLKN,2023-05-09,2,False,1099918.0,11532313.138389587,527.7951786881041,304.4186959220396
ABCB,2023-05-10,2,True,321570.0,15774184.12776947,4326.150929637919,4058.5261687328266
RNST,2023-05-10,2,False,322345.22,6154359.18920517,1863.7932384088447,1596.1684775037527
TSN,2023-05-10,2,False,598976.76,222687353.7872696,593.1019733895765,325.4772124844846
BBDC,2023-05-11,5,False,254834.88,3551673.839762211,550.0500214445989,288.6401674288727
CFR,2023-05-11,2,False,621625.0,79391332.10857391,-3.5805600460822595,-264.9904140618084
CODI,2023-05-11,2,False,679255.24,2888974.256954193,161.68738630749428,-99.72246770823187
PACK,2023-05-11,2,True,346902.2,2453045.192902088,5085.268068452397,4823.85821443667
TFIN,2023-05-11,2,False,861836.76,12056265.982074738,3319.6415341048537,3058.231680089127
WAFD,2023-05-12,3,False,585505.88,23063703.09223175,839.643181112894,727.3510256715515
ADC,2023-05-15,2,True,1542260.75,38627584.14096832,-1412.758267466087,-1635.8930846677117
BW,2023-05-16,2,True,610383.2,2221074.1290020943,-1170.6737748666958,-1204.3980940439199
RBA,2023-05-16,5,False,382612.1,74075723.83768082,281.43690150546865,247.7125823282446
RYAM,2023-05-16,5,True,451670.0,3085036.046230793,-3605.9666237050146,-3639.6909428822387
AXON,2023-05-17,2,True,2050229.06,398833636.9874573,-528.1444219409958,-581.7568593022748
PNNT,2023-05-17,3,True,351473.2,2064626.5312433243,1325.6331427971943,1272.0207054359153
AVD,2023-05-18,2,False,1027563.25,2491578.408780098,-1867.9820736383756,-1918.3509228868988
DCOM,2023-05-18,4,False,525270.22,3892039.5545339584,1596.4785429438282,1546.109693695305
EGBN,2023-05-18,6,True,350406.32,12150252.188940048,1740.9497333072895,1690.5808840587663
G,2023-05-18,2,False,276810.0,68717320.84236145,-1255.485240579605,-1305.8540898281283
OUST,2023-05-18,3,True,768091.0,3832304.7978117466,131.47960440285655,81.1107551543333
EYE,2023-05-19,2,True,350580.41,29989763.918190002,-2620.8185742357746,-2505.3153546911376
PRAA,2023-05-19,3,True,1122915.0,15784408.475437164,29.14309378233483,144.6463133269719
ACDC,2023-05-22,2,False,6357758.75,9577281.263952255,-1822.6160190394066,-1688.9365997303105
DNA,2023-05-22,2,False,960000.0,22357242.177466583,-105.19577347174298,28.48364583735323
TNDM,2023-05-22,3,True,483981.55,47569488.7394619,-827.751404304393,-694.0719849952967
CE,2023-05-23,2,False,317083.52,145954427.05368042,101.74802074876254,285.35587205975435
ABCL,2023-05-26,2,True,1096885.0,18601923.465418816,-2535.307913978153,-2577.5067878558566
DRVN,2023-05-30,2,True,1094840.0,19683976.519412994,-4708.598133007556,-4767.930640040816
GCO,2023-05-30,3,True,318663.18,6443020.25226593,3399.199463862342,3339.866956829081
ET,2023-05-31,2,False,9702333.8,134355749.07985687,223.76329106517503,151.43861919627759
NFE,2023-05-31,2,False,294405.36,40514548.651361465,278.4412186160991,206.11654674720162
HBAN,2023-06-01,2,False,252130.8,162112111.8013382,-184.2393987231862,-29.056006131865793
FSCO,2023-06-02,4,True,1452035.0,4801236.046321392,1129.5221402162879,1168.1280739452934
ZD,2023-06-02,3,True,765310.0,30302678.24321747,15.9822008432655,54.58813457227117
GPC,2023-06-05,2,False,378220.0,136966718.76586914,-422.7987661655154,-134.64257400859893
IART,2023-06-05,2,True,400021.6,41343708.17302704,103.76706291239934,391.9232550693158
HEI,2023-06-06,9,True,295824.4,86586136.1114502,8.238020864793985,393.095623603931
ZUMZ,2023-06-06,2,True,1163500.1,7568627.063193321,1377.1540749351693,1762.0116776743064
AKR,2023-06-07,2,False,491725.0,9256758.145446777,-372.000712527695,81.07478054574538
DG,2023-06-07,2,True,255901.2,677469437.4195099,-2386.926963930157,-1933.8514708567168
FCPT,2023-06-07,2,True,448101.25,10711774.553079605,-1346.1875489961467,-893.1120559227064
AAP,2023-06-09,4,False,733656.35,271838246.0364914,-498.34405150245067,-164.50054733790904
GME,2023-06-12,2,False,335900.0,123853266.04646683,-3473.6394878771475,-3057.358926556088
CMTL,2023-06-23,4,False,922615.35,7036860.774049759,-1372.8745385728098,-1156.7520130964776
VERA,2023-06-23,2,True,6882451.89,12601137.987191677,-796.1705864821803,-580.0480610058481
MPAA,2023-06-27,3,False,1050000.0,3051137.849392891,-2.3153088186831337,272.7981886282418
ACET,2023-06-29,2,False,3657500.0,4149869.5475402833,-3802.9207116033135,-3506.0698481035292
OKE,2023-06-29,2,True,1792033.72,200567299.99269485,674.6983989531827,971.5492624529674
SPG,2023-07-05,10,False,306197.76,185204126.58927917,-577.984750500619,-524.5652895131019
BDTX,2023-07-06,2,False,10000000.0,71718314.35272455,-3765.0470506402294,-3445.3079429879126
CDZI,2023-07-17,4,True,1248000.0,4141141.1768329144,-2241.8895290143437,-1599.4641085236806
SVRA,2023-07-19,10,False,9999990.0,2787975.100374222,-197.87040867548734,616.5755454358862
MLKN,2023-07-20,4,False,419836.8,15687661.092133522,4182.372056338258,4927.97535442091
HPK,2023-07-21,8,True,92967525.0,8138305.031399727,3050.374073661856,3675.5533682043647
RILY,2023-07-26,3,True,4549985.0,12330288.18447113,-3020.6336392074136,-2295.282377369962
ILPT,2023-07-31,2,False,262100.0,5530309.248760939,-3844.734118013221,-2974.6124163543254
ADC,2023-08-03,3,True,3258225.45,60114761.47916794,-909.3832399867472,-8.485195090625897
BUSE,2023-08-03,2,False,497609.2,4813592.261343002,-332.1799928845472,568.7180520115741
CROX,2023-08-03,2,False,1408688.99,257844407.57026672,-1015.6212904260931,-114.72324552997182
FBK,2023-08-03,2,False,765924.26,6364942.602930069,-1054.9121632865074,-154.0141183903862
BY,2023-08-07,2,False,865200.0,2104901.6022109985,-908.038457503352,-58.936268461531604
NDAQ,2023-08-07,2,True,534700.0,186489919.3038559,348.6897628318282,1197.7919518736487
ZBRA,2023-08-07,3,True,1508453.0,156080080.5230713,-1495.3176473761057,-646.2154583342852
VAC,2023-08-08,2,True,768590.0,65854016.275177,-2530.6813444604986,-1734.222477325222
CVBF,2023-08-09,2,False,3244137.5,27292758.79483223,-687.4105035450395,-88.04530218298079
LESL,2023-08-09,2,True,519500.0,53826830.08288002,-2688.8471295733384,-2089.48192821128
RBA,2023-08-09,4,False,343795.18,80014277.08154678,1916.1416838649827,2515.506885227041
SABR,2023-08-09,3,True,936058.06,32150101.284788847,-2173.1634984298007,-1573.798297067742
AES,2023-08-10,2,False,739690.0,101548865.48942566,-1483.2951238515193,-728.7266423765062
EMBC,2023-08-10,3,True,311076.5,15179541.031370163,-2666.8945457079494,-1912.3260642329365
LTH,2023-08-10,2,True,725083.18,18049499.924793243,-2687.0460442784283,-1932.4775628034151
ROG,2023-08-10,2,False,549272.9,21854116.38786316,-2069.727242181067,-1315.1587607060542
XPOF,2023-08-14,2,True,596280.1,13755726.534118652,-3673.4811479433088,-2829.7412727770293
HROW,2023-08-15,2,True,437290.0,13123330.350551605,-2498.0780784824137,-1629.1441292076497
LYFT,2023-08-15,2,True,1245998.58,206161741.16494656,-1538.0303133568088,-669.0963640820449
ONEW,2023-08-15,2,True,364177.44,3683079.9741077423,-1365.2602680130665,-496.3263187383027
OPCH,2023-08-15,2,False,1991375.0,78167262.60005951,-1979.3013825080109,-1110.3674332332469
ALTG,2023-08-16,3,False,386440.0,7751107.801551819,-2262.638454070601,-1371.8992309341643
ASLE,2023-08-17,4,False,1544301.45,8396351.062688828,927.5148722342564,1850.3936176923096
BY,2023-08-17,4,False,466205.25,2982491.4730644226,-1021.3982767262517,-98.51953126819829
FWRD,2023-08-17,3,True,1276186.26,41291262.000198364,-60.88098417041311,861.9977612876403
HTLD,2023-08-17,2,True,1877545.6,4616702.916555405,-2052.7170428122204,-1129.838297354167
MQ,2023-08-17,2,False,1375240.0,34741043.998577595,60.515701905478075,983.3944473635314
NEE,2023-08-17,2,False,950900.0,593182473.3834076,-2025.7470665334763,-1102.8683210754227
SKIN,2023-08-17,3,True,663582.25,12767053.405754566,-3712.466694121812,-2789.5879486637587
CROX,2023-08-18,2,True,398185.68,255012941.7269516,-1371.8161336166684,-837.0101821744021
FNKO,2023-08-21,2,True,2939878.98,6476355.049190521,1256.8583262930417,1795.2643662197559
HASI,2023-08-21,10,True,802306.25,34130414.68923569,969.1637491447051,1507.5697890714196
SLRC,2023-08-21,2,False,752600.0,3496845.511164665,-483.8945042054914,54.51153572122298
BUSE,2023-08-22,2,False,277035.0,4003841.7965507507,438.25008680239546,1134.1648912880344
MRCY,2023-08-22,4,True,4329922.15,47061301.67964935,-1596.9033062919302,-900.9885018062913
REKR,2023-08-22,2,True,1235500.0,2121245.1455783844,-2889.174580572505,-2193.259776086866
ET,2023-08-23,2,False,39022500.0,177921433.35833073,104.85585616497775,692.0894542236074
FTRE,2023-08-23,2,True,782900.0,36830557.87731171,1501.2724710215325,2088.506069080162
RRGB,2023-08-24,2,True,2479202.72,4633101.543073654,-1720.1643727901803,-1141.5650587854107
OUST,2023-08-28,2,False,458760.0,6668805.414497852,-1273.322490304512,-606.2799421569993
ZBH,2023-08-29,3,False,365790.64,215533954.54193115,-626.099712967565,-22.3532569720674
ADMA,2023-08-30,2,False,579800.0,12308707.81863451,-50.67761661392784,564.8614447276411
SPB,2023-08-30,2,True,484402.14,53864390.58944702,-2263.8953883445474,-1648.3563270029786
VVV,2023-08-30,2,True,501055.04,67418047.12722778,55.0512431226146,670.5903044641836
WEST,2023-08-30,2,False,374259.45,2369501.505765915,-1286.302899049212,-670.7638377076429
SPRY,2023-08-31,3,False,29450000.0,2227383.613629341,-3848.512455441502,-3094.412359356091
FLWS,2023-09-11,2,True,342450.0,3827206.679189205,2653.253463034299,2856.410186117406
GME,2023-09-11,2,False,372626.24,59296455.611629486,-1766.5939059711234,-1563.4371828880167
BHRB,2023-09-12,3,True,267950.0,2138906.7984962463,87.22427316480936,217.44239987161635
MIRM,2023-09-13,2,True,553266.1,12030217.813425064,572.6766535258271,723.8018447741007
VIRT,2023-09-13,2,True,1110550.0,12034483.997249603,329.70388426632127,480.8290755145949
AXTA,2023-09-14,3,False,1052955.0,49578458.087654114,1748.5358819020264,1973.522456340608
PSEC,2023-09-14,2,True,1112253.2,9423270.506284237,-1233.6340670254913,-1008.6474925869098
VTS,2023-09-14,2,True,347700.0,6049589.669742584,-460.38037403887574,-235.39379960029424
APPS,2023-09-18,3,False,450056.0,13140017.282502651,-584.0650110716626,-597.5779804695113
GRNT,2023-09-18,5,True,283820.0,4751077.19263792,-397.29358741362887,-410.8065568114775
HAIN,2023-09-19,2,True,404800.0,12565320.272445679,-727.2674778564206,-1014.544780208634
IOVA,2023-09-19,2,False,26555600.0,41705262.04301596,3164.359432269123,2877.0821299169093
HPK,2023-09-21,2,True,8446324.2,8486421.42047882,-2818.35496807191,-3009.9785513677934
CHPT,2023-09-22,2,False,12885000.0,76188916.49653435,-5772.936044366393,-6109.669392222374
STAA,2023-09-22,2,False,11788979.71,34805757.67791748,-2904.1499194678445,-3240.883267323826
MEI,2023-09-25,2,True,529241.0,9325365.02527237,-1488.449382046588,-1750.502249747041
ADC,2023-09-27,2,True,3400000.0,43817555.48749924,177.78810545321434,-114.92396643336622
SPWH,2023-09-28,2,False,305211.25,3970194.156894684,-983.6138578652756,-1404.8145938319935
ASTI,2023-10-02,5,True,384995.52,3400031.95,-6641.420957663075,-7256.8661668507275
SPRY,2023-10-02,2,False,8328325.74,11929212.334427834,2547.774021316056,1932.3288121284033
SPG,2023-10-03,11,True,359085.49,201270215.29541016,2488.576262221032,1958.949160266823
COTY,2023-10-04,2,False,37800000.0,68163863.00319672,661.3140218215354,151.5861602300797
BHVN,2023-10-06,2,True,902123.69,32639615.256643295,6736.7101221046,6407.039349032445
SRRK,2023-10-18,3,False,45086782.05,4775226.652970314,8445.940630910012,8284.28005854481
NTRS,2023-10-25,3,True,1736268.5,109648059.77090836,843.6751358526867,768.1686805372628
FFIN,2023-10-26,4,False,257861.0,15405204.507303238,456.9912467238768,259.20073252400533
CFFN,2023-10-31,5,False,310289.4,4244571.707603931,868.5316825794371,533.7203499572036
TBI,2023-11-01,4,True,298284.0,4430343.332681656,568.4588005493122,423.84728918218457
B,2023-11-02,2,True,2661888.16,302598794.19407845,-1484.7595498761625,-1431.4038887800698
MBLY,2023-11-02,2,False,1100180.15,104854256.48578644,-4471.765484480173,-4418.4098233840805
TEX,2023-11-02,3,True,437369.3,62406322.98538208,1158.230761288973,1211.5864223850658
MKL,2023-11-06,3,True,297468.72,80502354.83032227,-715.3899206164818,-621.2177974717106
SRPT,2023-11-06,2,True,5942299.89,213863677.35652924,4243.1156668474605,4337.287789992231
NMRA,2023-11-07,2,False,2199889.4,3059308.9953565598,1866.8339861834581,1763.1897111713247
NVST,2023-11-07,2,True,258313.07,70377608.12328339,-195.44476504382055,-299.0890400559541
TBBK,2023-11-07,2,False,733039.45,15177789.586715698,-318.5932609478663,-422.2375359599999
AES,2023-11-08,3,True,869167.6,152322211.72089577,-1508.9553268729744,-1581.219671186685
ET,2023-11-08,2,False,13629975.0,193053099.8954153,-912.3185705813147,-984.5829148950253
FCPT,2023-11-08,2,True,306063.0,16138795.442171097,-1238.5506698950542,-1310.815014208765
AURA,2023-11-09,2,False,15474987.3,2367928.316245079,-725.1527983407258,-1014.3360260724543
SOFI,2023-11-09,2,True,398335.5,284725418.27085495,293.8739705432625,4.690742811533921
ZBRA,2023-11-09,2,True,350480.21,122047461.96159363,821.0078514111285,531.8246236794
AMRC,2023-11-13,2,True,1238655.9,20730554.4857502,-1032.4435568012666,-1240.9028971744392
CNP,2023-11-13,2,True,1272540.0,154505778.29281807,-1051.144969331685,-1259.6043097048575
DMLP,2023-11-13,2,True,350143.15,2866970.0558280945,-548.4859220321887,-756.9452624053613
EMR,2023-11-13,3,False,983685.0,338605432.01969147,681.520338830812,473.0609984576392
ERII,2023-11-13,4,True,401668.5,13304521.627607346,-2823.7900701913195,-3032.249410564492
HAIN,2023-11-13,2,True,363725.0,12277163.395957947,-2728.5846227084344,-2937.0439630816068
PETS,2023-11-13,3,True,451497.88,5452770.542609692,-3530.6012394664153,-3739.060579839588
RILY,2023-11-13,3,False,713859.6,21198295.351781845,-2017.5032010273542,-2225.962541400527
SEDG,2023-11-13,2,False,1453082.0,380548117.9521179,-232.42522864237156,-440.8845690155443
CTOS,2023-11-14,3,True,835300.0,3205739.741244316,1117.9500422215842,1219.264237021946
PCT,2023-11-14,3,True,354221.8,15879560.099890232,447.5973571902225,548.911551990584
TKO,2023-11-14,5,True,2849817.6,109023905.15419006,3.5530928328544875,104.86728763321601
CRGY,2023-11-15,4,False,302984.43,7464700.934839249,-1928.112946305076,-2176.3636004718733
PRGO,2023-11-15,2,True,464790.0,48241176.280231476,-733.7832000403387,-982.033854207136
RXO,2023-11-15,3,True,3474156.08,13105674.056863785,-184.88837374257605,-433.1390279093733
UTZ,2023-11-15,2,True,306970.8,9119511.544528008,2494.0582281386096,2245.8075739718124
WEST,2023-11-15,2,False,470622.75,2069695.332903862,918.7165060087649,670.4658518419676
BILL,2023-11-16,2,False,1507937.9,352924537.2731972,-611.4525122594389,-941.9371011357464
DAR,2023-11-16,3,False,589688.4,112248968.21184158,-1153.0092659588686,-1483.493854835176
HROW,2023-11-16,2,True,261575.0,10438313.866415024,1268.5051446409561,938.0205557646487
MRCY,2023-11-20,2,False,9869827.79,15920438.9731884,-2814.981596738788,-3090.3975542544204
XRAY,2023-11-20,2,True,594000.0,130573024.59124565,12.517830809512104,-262.8981267061202
CRL,2023-11-21,2,True,1248939.04,122717154.20524597,1437.1683173645713,1252.2714178519348
RWAY,2023-11-21,2,True,348078.0,3485327.294239998,-466.5035885575617,-651.4004880701982
HTLD,2023-11-22,2,True,1276314.16,4837086.07837677,-1987.8868919851982,-1962.7861089168814
ABR,2023-11-24,2,True,549725.0,75605856.05938911,-552.360336161907,-561.9602937569082
KMPR,2023-11-27,2,False,456750.0,14535764.677009583,2063.611110808915,1887.9585503630592
SPB,2023-11-28,2,True,2738724.5,57794336.159324646,444.0905509992526,197.04549715627905
KYN,2023-11-29,5,False,18023388.44,5543377.603096962,-384.3299086829524,-553.1382627400319
STAA,2023-12-06,2,False,10641621.41,27567315.41191101,311.1372311115129,364.2079479197918
CRGY,2023-12-08,2,False,353455.0,12872483.68080616,-1822.2085970475118,-1794.979410662487
HTLD,2023-12-13,2,True,4260903.71,3722562.1439552307,-2435.0909702977992,-1856.027760140224
MTDR,2023-12-13,5,True,398611.0,63850980.69993973,884.7158208529021,1463.7790310104776
HRTG,2023-12-15,2,True,499986.12,4042890.1610827446,1123.978600262848,1657.2623693107598
KNTK,2023-12-15,2,False,1999998.0,13063979.23948288,-70.41568731220693,462.86808173570506
ADC,2023-12-18,2,True,258960.5,61217210.971279144,-1731.3775807457057,-946.6133564022997
LQDA,2023-12-18,3,True,11000001.08,5003447.6636219025,9113.263475366723,9898.027699710128
